	text	label
8306	this movie praise the right to be different and unique . 	0
804	this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one . 	1
8114	successful filmmakers were asked how they balanced a family and a career . 	0
4006	like the best war movies -- and like martial literature going back to the iliad -- it balances the dreadful , unassuageable cruelty of warfare and the valor and decency of those who fight . 	1
9338	but things go very wrong when he tries this scheme on the jennings family , in part because their daughter abby is asthmatic , and in part because the jennings' find out more than hickley wants them to know . 	0
6486	other strange events soon start happening as well , such as the appearance of old acquaintances of the crew , including some who are dead . 	0
171	[majidi] makes us think twice about immigrants we see around us every day . 	1
3521	admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form . 	1
8350	together they piece together the story of a forbidden love affair , and discover one of their own . 	0
6787	his story explores the ramifications of leaving afghanistan and living as a refugee in america . 	0
7734	he has to rescue them and save new york city from an imminent nuclear terrorist act . 	0
2928	enjoy it for what it is ; you can hate yourself later . 	1
4778	the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament . 	1
9369	his life is a whirl of seedy bars , seedier girlfriends and a wife two towns away . 	0
5349	otis wants to relive the old days , mark doesn't . 	0
7752	from a special little girl , lena grows into an especially fearful adolescent . 	0
2000	'in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '	1
9301	as smoochy catapults to fame - scoring hit ratings and the affections of a jaded network executive randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as america's sweetheart . 	0
7171	however after his son is witness to a killing he has done mike sullivan finds him self on the run trying to save the life of his son and at the same time looking for revenge on those who wronged him . 	0
7753	14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family . 	0
7152	but as the roles get bigger , the competition gets stronger , the stakes get higher , and now with an undercover thespian cop on his trail , max must struggle with his ongoing road to success and the choices he's made . 	0
2359	painful , horrifying and oppressively tragic , this film should not be missed . 	1
7590	when her husband's younger brother turns twenty-one and is released from juvenile prison , where he served five years for murder , renee's cozy life begins to change . 	0
6222	but there is a political dilemma : if someone is arrested before he commits a murder , can the person be accused of the murder , which - because of the arrest - never took place ? 	0
2586	the sound of ma's cello alone is reason not to miss naqoyqatsi . 	1
3281	what is 100% missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . 	1
5851	and the moment they touch each other for a first time , the fortune-teller's prophesy comes true . 	0
432	 . . . comes alive only when it switches gears to the sentimental . 	1
4392	a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard's finest work . 	1
2029	the film jolts the laughs from the audience--as if by cattle prod . 	1
6420	so anmol returns , not with prize money but with anna and chota chhatri , and others have this wrong notion that anna is just interested in the petty contract money . 	0
4785	de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . 	1
6480	a comedy about bending the rules to reach your goal , bend it like beckham explores the world of women's football , from kick-abouts in the park to freekicks in the final . 	0
6750	this film was shot during two trips that majid majidi took in western afghanistan in 2001 and 2002 . 	0
8462	in addition , he finds a baffling pile of different passports , all with his picture , and a huge pile of cash . 	0
3601	the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy . 	1
7161	when times are tough , peter discovers his next door neighbor might be the real santa claus . 	0
1280	the second coming of harry potter is a film far superior to its predecessor . a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 	1
795	dawdles and drags when it should pop ; it doesn't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding . 	1
5703	dead bodies are being found in the new york harbor . 	0
7691	archeology professor robert burns is on location leading an important dig in the ancient ruins on the far eastern chinese border . 	0
7793	the hunt is on as the killers ruthlessly stalk the teacher and students through the school's halls and classrooms , while lamb tracks them on the surveillance cameras , turning the school's security system against his prey . 	0
6235	in singapore , that means that at the age of 12 , the government has decided that they are not as academically inclined as their peers . 	0
1633	bartleby is a one-joke movie , and a bad joke at that . 	1
2487	 . . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject � taking us through a film that is part biography , part entertainment and part history . 	1
9541	but josh , is not interested in call girls and one-night stands . 	0
5816	he picks up solitary women , uses them briefly for a job , then kills them . 	0
7286	unaware she is the object of his affection , frankie is in for a big surprise when she shows up after work with mervin ( keith david ) on her arm . 	0
9186	but things are not always what they may look like . 	0
9273	"realizing that in this love-induced haze , he's been tricked into turning his life upside-down , ted breaks it off with heather to again pursue his destiny as "" bachelorman . "" "	0
3139	one just waits grimly for the next shock without developing much attachment to the characters . 	1
635	renee zellweger is amazing and richard gere brings a life to the screen that he hasn't in several years . 	1
2468	this is a rare twisted crowd-pleaser for longtime fans as well as novices -- or for those that don't know an arachnid from an insect . 	1
7346	charlie decides it's time to take action to recover his lost love : he secretly befriends her new boyfriend and attempts to sabotage their relationship by introducing temptation , mistrust - and jennifer . . . 	0
7942	against their better judgment , dara and noble agree to deliver the body to duluth and hope that will be the end of it . 	0
1177	the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . 	1
6777	when a group of teens win a contest to spend a night in michael myers' childhood home to be broadcast live on the internet , they believe they are in for a little fun and some free publicity . 	0
8292	the discovery of this new world is described parallel to other stories of emancipation , such as that of three young prostitutes , of an aged couple going nowhere and man's n landing on the moon . 	0
1775	what's most unusual about beijing bicycle in terms of recent chinese history is that any form of class conflict is depicted at all . 	1
1505	the production values are up there . the use of cgi and digital ink-and-paint make the thing look really slick . the voices are fine as well . the problem , it is with most of these things , is the script . 	1
6408	it is zuckerman who stumbles upon silk's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled . 	0
8884	regardless , it is through grace's visions involving him that she learns of her parent's demonic pastimes , which include abduction , murder , and possibly worse . 	0
5305	unable to remember his name or anything from his past life , he cannot get a job or an apartment , so he starts living on the outskirts of the city and slowly starts putting his life back on track . 	0
2933	hilarious musical comedy though stymied by accents thick as mud . 	1
9836	based on a true story about ryan dunn's ex girlfriend , and how she cheated on him all the time , with him and his friends always having to spy on her . 	0
2905	it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth . 	1
9316	dr . siddharth sinha ( amitabh bachchan ) , a philanthropist and a dedicated surgeon who has devoted his life to build a state-of-the-art hospital to treat the underprivileged patients . 	0
8719	each vision shows the son at a different age and at a different stage in his pursuit of his life long love , isabelle . 	0
4691	a gob of drivel so sickly sweet , even the eager consumers of moore's pasteurized ditties will retch it up like rancid cr�me br�l�e . 	1
4597	there's no getting around the fact that this is revenge of the nerds revisited -- again . 	1
326	benefits from a strong performance from zhao , but it's dong jie's face you remember at the end . 	1
6835	everyone involved starts getting killed , with mitchell being the next in line . 	0
8069	anime reflects both japanese culture ( pre and post wwii ) and western influences upon it , sadly evident in haunting post-apocalyptic images reminiscent of hiroshima and nagasaki . 	0
9245	hakimi stops his car and sees a girl is trapped in the car . 	0
52	harland williams is so funny in drag he should consider permanent sex-reassignment . 	1
2693	it's just hard to believe that a life like this can sound so dull . 	1
338	[smith] simply celebrates the universal desire to fashion our homes for our needs and desires . 	1
9587	while shooting an engagement party , he attempts to make a connection with jen , the beautiful sister of the bride . 	0
8792	set in an american town in the rocky mountains in the 1930s . 	0
2022	this rough but extraordinary film presents a haunting picture of life in kurdistan . 	1
9744	things turn nasty when the casino director ( alec baldwin ) tries to break up the romance . 	0
1656	each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception . 	1
7741	disillusioned and with no money the secret knight joins the crusaders and embarks on new adventures . 	0
2164	as shaky as the plot is , kaufman's script is still memorable for some great one-liners . 	1
5738	these human encyclopedias of cinema see two to five films a day , and from 600 to 2 , 000 films per year . 	0
3897	gay or straight , kissing jessica stein is one of the greatest date movies in years . 	1
1776	the christ allegory doesn't work because there is no foundation for it	1
8662	unable to get time off work his mother leaves him outside in their garden to avoid him causing trouble . 	0
1210	that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy . 	1
3388	outside of burger's desire to make some kind of film , it's really unclear why this project was undertaken	1
5503	chasing life ( pulsa&#231 ; &#227 ; o zero ) is an action/comedy about 25 year old lovable loser alex who , when his life hits rock bottom and decides to end it all , shares his dogs euthanasia poison just moments before a dramatic turn of events sends him hilariously and desperately seeking the antidote which he must find within 4 hours or die . 	0
3418	the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins . 	1
7566	the plot goes on with a lot of action scenes and many revelations , following the comic books . 	0
2485	although disney follows its standard formula in this animated adventure , it feels more forced than usual . 	1
9517	families are leaving their homes , people on the street are carrying personal possessions , and all actions become colored by an increasing tension in the community . 	0
4814	mazel tov to a film about a family's joyous life acting on the yiddish stage . 	1
3670	"while not quite "" shrek "" or monsters , inc . "" , it's not too bad . it's worth taking the kids to . "	1
2039	a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana . 	1
4458	the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters . 	1
8452	it mixes real news reports with actors portraying friends , family , cops , killers , and other laramie residents in their own words . 	0
7256	henrik , the young cook , is hopelessly in love with enchanting elena , but lacks the courage to dance with her . 	0
8763	his mission : to gather information on an organization that may just be planning the destruction of the world , led by the nihilistic yorgi . 	0
6383	when anti-death-penalty activist david gale is convicted and condemned to death for the murder of a colleague , reporter bitsey bloom sets out to learn the story behind gale's crime . 	0
602	an entertaining romp that stays true to the material's television roots , this film is a good starting point for viewers unfamiliar with the series . 	1
2555	in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 . 	1
6460	henk otte lives on disability with his wife and son outside of amsterdam . 	0
3534	 . . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags . 	1
7343	lightbulbs , fire , barbed wire , mousetraps , staple guns , thumbtacks and glass are weapons of choice in the backyard . 	0
405	kidd deals with lust and egoism the way a surgeon is interested in a tumor . he exposes ugly attitudes but maintains compassion for his mean-spirited subject . 	1
9607	a geo-political thriller where gerry anderson finds that sometimes , everybody really is out to get you . 	0
9932	with the help of another innocent prisoner ( richard harris ) , he escapes the island and proceeds to transform himself into the wealthy count of monte cristo as part of his plan to exact revenge . 	0
1753	the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining . 	1
5657	the cousins work nights at a local mall as security guards . 	0
4885	a clich�d and shallow cautionary tale about the hard-partying lives of gay men . 	1
9385	but as she comes home , she opens a mysterious door that leads her to an artificial world : the holo-deck . 	0
2556	as the empire strikes back was to star wars , so harry potter and the chamber of secrets is to last year's freshman introduction . in short , it's bigger and better . 	1
428	if you're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you're at the right film . 	1
7770	then , he must take the money from the e sale to the industrial district where a drunken old gun runner makes him hide in the closet when he gets a visitor then he takes the gun to a modern day opium den where t-mon , a spaced out pimp , cannot get a card trick right . 	0
331	the minor figures surrounding [bobby] . . . form a gritty urban mosaic . 	1
2764	director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve . 	1
7992	however , the enemy terrorists learn of his secret identity and kidnap his girlfriend/fiancee ( gabriel macht ) . 	0
2329	in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . 	1
892	what emerges is not only an underdog v . simon bar sinister saga but a fascinating character study . 	1
5556	still , it might come true , if she would handle her life more genuinely . 	0
1530	a little objectivity could have gone a long way . 	1
9661	is the albino stalking her or watching over her ? 	0
4995	a haunted , bountiful film that demands patience -- and rewards it . 	1
7940	she must stand trial to seek freedom from a life of imprisonment . 	0
7312	edi is severely punished for that but he accepts his fate taking care of the girl's child . 	0
3654	it may be an easy swipe to take , but this barbershop just doesn't make the cut . 	1
1332	bursting through the constraints of its source , this is one adapted- from-television movie that actually looks as if it belongs on the big screen . 	1
6682	in dogville trier works extensively with light , sound , score and music to obtain and heighten dramatic atmosphere . 	0
7612	biography of brazilian actress odete lara , a sex symbol in theater , television , music , and cinema . 	0
1020	a profoundly moving document . . . the filmmakers' refusal to downplay the situation's intractability makes the glimmer of hope the film offers that much more powerful . 	1
7899	people often will blame the world for keeping them from being able to live their dreams . 	0
8087	it is a story about love , passion , addiction , brillance and the ignorance of greed . 	0
9455	after two years seperated , they are mysteriously joined together to solve a case on spooky island . 	0
2614	it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you . 	1
9590	a brilliant pianist , a polish jew , witnesses the restrictions nazis place on jews in the polish capital , from restricted access to the building of the warsaw ghetto . 	0
4455	the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids . 	1
7606	a young idealistic priest in northern ireland has his faith put to the test when he is faced with the ultimate moral dilemma . 	0
2721	any intellectual arguments being made about the nature of god are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors . 	1
1982	though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them . 	1
8116	the result is a chronicle of the shift from a world organized by the principles of nature to one dominated by technology , the synthetic and the virtual . 	0
7799	"based on gail carson levine's award winning novel , this is the story of ella , a young woman who was given a "" gift "" of obedience by a fairy named lucinda . "	0
5799	familiar stranger chronicles stacy krebbs , a 19-year-old college student : who is viciously attacked one night in her home by a mysterious stalker . 	0
8886	when raj arrives in india , he is struck by tina's beauty but equally as struck to pooja's personality . 	0
4229	a small independent film suffering from a severe case of hollywood-itis . 	1
2220	audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she's as morning-glory exuberant as she was in am�lie . 	1
7014	when bernie falls for a gorgeous cocktail waitress ( maria bello ) his bad luck is thrown into reverse . 	0
1377	the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head . 	1
3783	throws in enough clever and unexpected twists to make the formula feel fresh . 	1
117	the plan to make enough into �an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a souffl� gone wrong . 	1
7665	he can remember nothing and begins to try to rebuild his memory based on clues such as the swiss bank account , the number of which , is implanted in his hip . 	0
6332	samantha noble ( elizabeth berkley ) is a high-profile magazine editor . 	0
748	it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . 	1
9393	on november 12th 2001 , aspiring documentary filmmaker griffin mack began to capture the story of this elusive rising star . 	0
3358	" "" austin powers in goldmember "" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . "	1
8643	he doesn't accept himself and even everyday contacts with others cause his aggression . 	0
9464	after a nuclear apocalypse , the whole landscape is a desert ruin , except for a small island paradise where el toro is buried . 	0
5987	the creators of visas and virtue ( 1997 academy award winner , best live action short film ) have embarked on a new journey - the production of independence day . 	0
3633	it's all entertaining enough , but don't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper . 	1
8242	on the case , he soon deducts that the killer , who staged the murder to look like a random robbery , may actually be a serial killer terry was trailing for years in the fbi . 	0
5751	but something is very wrong in single and looking land . 	0
6395	however , when a friend confronts him with a very dark and horrifying scam for some quick dough and good times , he declines , but never the less he soon finds himself entangled in a web of sex , drugs and christmas carols . 	0
8067	series of 12 short movies from the start of the twentieth century , compiled by michel reilhac . 	0
1617	it wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty . 	1
793	going to the website may be just as fun ( and scary ) as going to the film . 	1
3371	a thoughtful look at a painful incident that made headlines in 1995 . 	1
3178	seagal , who looks more like danny aiello these days , mumbles his way through the movie . 	1
1200	static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year . 	1
861	it's their familial ups and downs that shift this small , stubbornly poignant documentary . . . from the realm of special-interest audiences to the more universal theater of family psychodynamics . 	1
7461	their original calendars showed lovely scenes of the yorkshire dales . 	0
2723	whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one . 	1
4120	 . . . a thoughtful what-if for the heart as well as the mind . 	1
7915	together with his men , mcnamara uses a hero's resolve to carry out his mission , ultimately forced to weigh the value of his life against the good of his country . 	0
9968	a new t 101 unit ( arnold schwarzenegger ) is also sent back to help john . 	0
8867	as jake and sam bicker throughout their trek across majestic india , they find kabir , a museum curator who possesses an artifact which he claims can produce the musical tone required to open the door to the temple . 	0
4493	usually when i get this much syrup , i like pancakes to go with it . 	1
6291	when the skittish emma finds blood on her pillow why does she still stay behind ? 	0
3204	death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again . 	1
5296	daniel soon gets his chance to find out when the basement floods and his mother insists daniel share his bedroom with robert while the plumbers fix the mess downstairs . . . 	0
2451	from spiritual rebirth to bruising defeat , vincent's odyssey resonates in a profound way , comparable to the classic films of jean renoir . 	1
2989	several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante . 	1
4159	lan yu is at times too restrained , yet there are moments it captures the erotics of intimacy in a way that makes most american love stories look downright unfree . 	1
604	by the standards of knucklehead swill , the hot chick is pretty damned funny . 	1
5531	claire has a great job , great friends , and a great marriage . 	0
7375	numerobis calls upon an old friend to help him out : the fabulous druid panoramix ( miraculix in other language versions ) from gallia , who brews a fantastic potion that gives supernatural strength . 	0
2982	from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie . 	1
3062	writer/director burr steers knows how to show irony , the trouble with kids , and new yorkers taking casual sex for granted . 	1
5732	seduction strikes steve and tracy , and steve and sean's lives may never be the same again . 	0
829	a little weak -- and it isn't that funny . 	1
5083	genetically engineered to be immune to the drug , miles' strange charisma draws claire to him , but when he brutally guns down a group of harmless dissidents , she begins to doubt she can really trust anyone . 	0
5700	unable to let her go quite yet , duncan mimics his dead mother . 	0
3556	american and european cinema has amassed a vast holocaust literature , but it is impossible to think of any film more challenging or depressing than the grey zone . 	1
1185	so earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script . 	1
1845	an intriguing , richly detailed look at the early days of hollywood power and glamour . 	1
5681	jim finally proposes to michelle , and both families gather for their upcoming wedding . 	0
5276	a group of hi-tech troops are sent in to destroy the red dimension where the tall man gets his power , reggie ( reggie bannister ) follows so he can find mike ( a . 	0
5262	when a ship sinks off the coast of argentina , ellen brachman , a clever and ambitious claims assessor for the rotterdam marine-insurance company european hayward , suspects a 'sinker' . 	0
4354	it might be the first sci-fi comedy that could benefit from a three's company-style laugh track . 	1
1849	the problem is that the movie has no idea of it is serious or not . 	1
4501	vile and tacky are the two best adjectives to describe ghost ship . 	1
5805	shot on location in atlanta , a group of young , hungry and diversely talented performers struggles to find the promised land of a record deal . 	0
8020	people were fleeing away from the air raids on kandahar , herat and others cities and villages . 	0
6249	people are becoming petrified , and no-one knows what is doing it . 	0
3904	director and co-writer hilary birmingham's maiden feature� is a strong , polished , professional indie effort that bodes well for bigger success . 	1
2660	shows that jackie chan is getting older , and that's something i would rather live in denial about	1
4614	the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel . 	1
6447	however , boey and wayne get closer and johnny ( who had broken up with samantha ) falls for his new secretart , the paranoid sabrina . 	0
505	just a string of stale gags , with no good inside dope , and no particular bite . 	1
7235	sam decker ( dolph lundgren ) is giving up . 	0
4306	 . . . a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . 	1
4092	with this masterful , flawless film , [wang] emerges in the front ranks of china's now numerous , world-renowned filmmakers . 	1
5773	andy spirals down into crack addiction and becomes a homeless prostitute and mike gains stability in his life once he moves in with his loving and supportive aunt . 	0
5876	the making of the dragon emphasizes and exaggerates all the overly dramatic moments , simplistic storylines and farcical elements that make up the films of the kung-fu genre . 	0
5479	the driver races to locate a kidnapped victim locked in the trunk of an abandoned car somewhere on the water's edge . 	0
6660	he gathers a following and becomes a rock star only to find that his music awakens the ancient queen akasha and she wants him to become her king . . . 	0
8442	"it is only natural that only the most violent and powerful survive "" the shu "" . "	0
1277	kids surely will like it . and for adults , it's perfectly watchable in a rugrats-y sort of way . 	1
6298	with some encouragement from tom ( paul bettany ) , the self-appointed town spokesman , the little community agrees to hide her and in return , grace agrees to work for them . 	0
9376	with just hours left , can the code be broken to save the world from total annihilation ? 	0
980	cannon's confidence and laid-back good spirits are , with the drumming routines , among the film's saving graces . 	1
2783	she's not yet an actress , not quite a singer . . . 	1
6427	a slick new york publicist ( farrell ) who picks up a ringing receiver in a phone booth is told that if he hangs up , he'll be killed . . . 	0
3128	looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights . 	1
2441	tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . 	1
9699	lotte goes to live with her upper middle class dutch aunt in holland , anna to work as a farm hand on her german uncle's rural farm . 	0
5519	intent on exacting bloody revenge on the reunited english friends murray possesses the body of a guest and turns him into a murderer . 	0
450	isn't it a bit early in his career for director barry sonnenfeld to do a homage to himself ? and it's a lousy one at that . 	1
5360	this is the question posed to john wesley after a heavy night of drinking . 	0
2605	miyazaki is one of world cinema's most wondrously gifted artists and storytellers . 	1
6162	the story starts with phillips and a cohort robbing a store and injuring a salesperson . 	0
6313	a women from holland returns to indonesia , the country of her roots . 	0
130	a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . 	1
3744	you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here . 	1
9230	in 8 minutes we go into the life of a little boy who tries to get away with not doing his task . 	0
9998	after listening to a missionary from china speak , a christian man ( josh gaffga ) becomes very convinced by what he hears . 	0
1188	the problem with the mayhem in formula 51 is not that it's offensive , but that it's boring . 	1
5809	jake had no idea he had a twin brother , let alone that he worked for the cia . 	0
3288	follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun . 	1
5796	a recess in a wall , as for holding a statue . 	0
7668	"a "" popular yet mean-spirited "" teenage girl wakes up one day to find herself turned into a man in his 30's ( schneider ) . "	0
8192	an experimental documentary about a family's loss of a child and the struggle between remembrance and forgetting . 	0
4265	a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive . 	1
2173	clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up . 	1
1471	at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . 	1
7712	there , he befriends a 13 year old boy left behind years before by his mother . 	0
3860	"with a "" spy kids "" sequel opening next week , why bother with a contemptible imitator starring a "" snl "" has-been acting like an 8-year-old channeling roberto benigni ? "	1
5659	as an added twist robert discovers upon meeting wong dai , that the evil man himself has been manipulating our protagonist in order to have him kill wong dai's own tong members and thus , secure the ill gotten gains of wong dai's empire of crime for himself . 	0
5565	yet , one rare pok&#233 ; mon isn't safe without help from another - thus enters suicune , a . k . a . the north wind . 	0
6127	the fictional characters become part of the creators world as they appear on the subway with them , imagination becomes reality . 	0
2608	talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing . 	1
215	a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism . 	1
9679	yoyo and cheung promise to get marry in order to please their mothers . 	0
5614	lars von trier re-explores the concept of goodness , but this in an idiom very different from that of his gold heart trilogy ( breaking the waves , the idiots and dancer in the dark ) . 	0
7808	soon the evil boss learns about sienna's affair with kilabot and kidnaps her to exact revenge . 	0
3804	while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix . 	1
9309	the story of the couple is told to a woman in a nursing home ( rowlands ) by an old man who regularly visits to read her the story from a notebook . 	0
3275	the story alone could force you to scratch a hole in your head . 	1
9277	it is the first time ever that he leaves the desolate village in the balkan mountains . 	0
1556	like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again . 	1
7498	the only way to find out though what really happened is to enter the site itself . . . 	0
7926	on an out of control train holding hostages and high-tech bio-weapons agent kristoff ( van damme ) becomes a one man army to derail the terrorists and save the lives of everyone on board ! 	0
5456	the film centres around three female supermodels who live and work together . 	0
4839	at its best early on as it plays the culture clashes between the brothers . 	1
5368	once again , the case seems to be solved with this spectacular arrest . 	0
820	what was once original has been co-opted so frequently that it now seems pedestrian . 	1
1810	far from a bad film , and at least two of its central trio of performances provide moments of disarming grace , but don't be surprised if a whiff of self-congratulation emanates from the screen . 	1
4519	the film is a hoot , and is just as good , if not better than much of what's on saturday morning tv especially the pseudo-educational stuff we all can't stand . 	1
1659	works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . 	1
7058	the stakes are high and the characters have to face their fears , their futures and their fellow grads as the game , and their lives , advance towards the climactic ending . 	0
7290	at night he is daredevil , a masked vigilante stalking the dark streets of the city , a relentless avenger of justice . 	0
6634	matt lee whitlock ( washington ) , respected chief of police in small banyan key , florida , must solve a vicious double homicide before he himself falls under suspicion . 	0
5293	when his sister meets a grisly death in san francisco , he goes there to hunt her killer . 	0
4383	it reminds us that nathan lane is the best show stealer in show business . 	1
8270	outside a storm rages and when the power goes out , darkness envelops the house . 	0
3610	a modestly comic , modestly action-oriented world war ii adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight . 	1
438	" "" punch-drunk love "" is a little like a chocolate milk moustache . . . "	1
5306	there's also a local detective ( swank ) who is conducting her own personal investigation . . . 	0
8398	mike's aunt soon opens her home to steve as well , and the two celebrate their good fortune at having the opportunity to get their lives on track . 	0
3834	ya-yas everywhere will forgive the flaws and love the film . 	1
4679	imaginative and engaging follow-up , which revolves around a decidedly fresh story line that presents its stars with new challenges , obstacles and emotional opportunities . 	1
3891	the movie's biggest offense is its complete and utter lack of tension . 	1
3495	it's gruesome violence combined with tongue-in-cheek humor . . . fans of this genre will flock to fulltime killer , and they'll be blown away . 	1
4162	johnson has , in his first film , set himself a task he is not nearly up to . 	1
910	sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation . 	1
3526	hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry . 	1
5695	marjorie standiford sits on oklahoma's death row , hours away from execution , speaking into a tape recorder , telling her life story . 	0
3282	one of those joyous films that leaps over national boundaries and celebrates universal human nature . 	1
1063	a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory . 	1
3290	sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' . 	1
1355	a sweet , engaging family story about the nature of faith and the power of youthful innocence . 	1
3176	i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life affirming . 	1
739	one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . 	1
6204	slowly , patricia regains her joy of life although living in complete isolation . 	0
6648	a very proactive enviromental story about the power of the world , and how it must change . 	0
435	it's pithy without being saccharine ; it's funny without ever not taking itself seriously ; it's full of beautiful characters and great performances . 	1
4342	the adventure doesn't contain half the excitement of balto , or quarter the fun of toy story 2 . 	1
3636	superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen . 	1
